301KG0KX9EZTIX38Y4LK073HE9J2HQ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  35LDD5557DIDEB6349C3GSTTUO6KMP	  https://twitter.com/FemBooze/status/1019682008849625088	  y
3I01FDIL6OMC6HY6C82U9MOJMHQ2DH	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3570Y55XZSX866ZYXLFZCVO7WH4GY9	  https://twitter.com/xxblackvenusxx/status/982928179047346176	  y
3I01FDIL6OMC6HY6C82U9MOJMHQ2DH	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3PH3VY7DJOB48IZ38CL0C5JXWZYWZF	  https://twitter.com/xxblackvenusxx/status/982928179047346176	  y
3I7KR83SNCRVK7PFPY3WNMRNCWXK94	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  37FMASSAYF5QPPCIDH1IPW3MQLFIBP	  https://twitter.com/KellyyBankss/status/1020452973158322176	  n
3I7KR83SNCRVK7PFPY3WNMRNCWXK94	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3GU1KF0O4LFI6BZMQCR2YT4YCZ9PB7	  https://twitter.com/KellyyBankss/status/1020452973158322176	  n
3I7SHAD35OAMWC1PVDISO3SL6B47MK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3HFNH7HEMKSZX48C6BY5Z9L5X8MQGF	  https://twitter.com/itshepo3/status/982386136369778688	  y
3I7SHAD35OAMWC1PVDISO3SL6B47MK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ADAGUJNWMEPT6	  3K2755HG5VHZUV8CQ5M3HPEUDEZFD2	  https://twitter.com/itshepo3/status/982386136369778688	  y
3IKMEYR0LY9KKN4G4POHDZJ96QN2KU	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  30H4UDGLT5WEP23JH1HBC9FSOYCPMV	  https://twitter.com/Matthew95847299/status/1020390117444390912	  y
3IKMEYR0LY9KKN4G4POHDZJ96QN2KU	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ADAGUJNWMEPT6	  3I02618YA3KX2A8SQ38X3JWM1KHPUP	  https://twitter.com/Matthew95847299/status/1020390117444390912	  y
3IKMEYR0LY9KKN4G4POHDZJ96QNK2C	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  36DSNE9QZ8C63ULXZ4R47HILAZMJO5	  https://twitter.com/CallMeKrock/status/982436789976731648	  y
3IKMEYR0LY9KKN4G4POHDZJ96QNK2C	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ARM2CBQGJCQ5Z	  3IXEICO795XASRBYB2JESNJ3N1CT6O	  https://twitter.com/CallMeKrock/status/982436789976731648	  s
3IVKZBIBJ2NMNWK6SJ0QRPGLC3IHS8	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  320DUZ38GA0IBH4ZBLEW289JJDTGJD	  https://twitter.com/Stepha_OBrien/status/1019791716071739392	  y
3IVKZBIBJ2NMNWK6SJ0QRPGLC3IHS8	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3WJ1OXY92DUSH9VDYHPVHWP257OA8D	  https://twitter.com/Stepha_OBrien/status/1019791716071739392	  y
3IZPORCT1HNAMHKTDU0L1FBPQ1ZHRK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  33L7PJKHCJCXW5UM4HGCC1FUTW6T8E	  https://twitter.com/eliasklitchko/status/1019174593469116416	  n
3IZPORCT1HNAMHKTDU0L1FBPQ1ZHRK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3Y4W8Q93L2YOQSU2QKR7ZBHG18MDVN	  https://twitter.com/eliasklitchko/status/1019174593469116416	  n
3J9L0X0VDH0MF7JWECMZBXLIZ369WP	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3OVR4I9USSXJLOFSBAW4QKO273CQ4R	  https://twitter.com/punkdrunkfuck/status/982834274192838656	  y
3J9L0X0VDH0MF7JWECMZBXLIZ369WP	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3SKEMFQBZ6JYTM4ZA82KBASYAJIK82	  https://twitter.com/punkdrunkfuck/status/982834274192838656	  y
3JHB4BPSFMNHVANA23NTJ83WB2P9QL	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3TK8OJTYM4ZXFPXSVTI2Z5Y5FRPPVD	  https://twitter.com/savita9368/status/982167112302014464	  n
3JHB4BPSFMNHVANA23NTJ83WB2P9QL	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3WETL7AQWWM9A6DQR43II415X7V53A	  https://twitter.com/savita9368/status/982167112302014464	  y
3JTPR5MTZUQCJKN3M8QFB6MLQ0EK5D	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ADAGUJNWMEPT6	  3GD6L00D3VBB8AKHWZ6LBDXULI8M1Q	  https://twitter.com/verysherry79/status/982795666421374976	  n
3JTPR5MTZUQCJKN3M8QFB6MLQ0EK5D	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3K3R2QNK8EHCANSL9EC0HTW7WGYU9Y	  https://twitter.com/verysherry79/status/982795666421374976	  y
3L60IFZKF5WXXN6QHPORNB9J3S1HHN	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  39K0FND3AKT72YXHSIZEMEQXPCDMAD	  https://twitter.com/bigkavdogg/status/982307197815279616	  s
3L60IFZKF5WXXN6QHPORNB9J3S1HHN	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3CFJTT4SXW43ND9S00P2KUHQ7VOI73	  https://twitter.com/bigkavdogg/status/982307197815279616	  n
3LCXHSGDLVKA3MT42ISK6MJ8KNQESP	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3L0KT67Y8HUBWB8PSL9G197AKSXYSA	  https://twitter.com/dailyoneliner1/status/982151991454449664	  y
3LCXHSGDLVKA3MT42ISK6MJ8KNQESP	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  3P529IW9K1ZIS7W43MKR02MZMNULFH	  https://twitter.com/dailyoneliner1/status/982151991454449664	  y
3LEG2HW4UH1941C23EXKXMR4YU62FS	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  39ASUFLU60LLMNDXMU39TEWMHVVXE3	  https://twitter.com/thatgregperson/status/1018402087577751552	  y
3LEG2HW4UH1941C23EXKXMR4YU62FS	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3DL65MZB8GTXJP22VY7MF1BCGD6CEF	  https://twitter.com/thatgregperson/status/1018402087577751552	  y
3LEG2HW4UH1941C23EXKXMR4YU6F25	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3H8DHMCCWCPAAH0QRGD0X26ZLAGKD9	  https://twitter.com/Lil_Azzi/status/1020797163721412608	  n
3LEG2HW4UH1941C23EXKXMR4YU6F25	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3SKRO2GZ745GIMKEBNT5W05QWDCK1I	  https://twitter.com/Lil_Azzi/status/1020797163721412608	  s
3LG268AV3AKY27TRNTSFGCECYL7ER1	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  33TIN5LC07OTRWCQJF9PKE2KS45Y9W	  https://twitter.com/fattyhatti/status/982072235383980032	  y
3LG268AV3AKY27TRNTSFGCECYL7ER1	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1CA46R2A6TV9W	  3OJSZ2ATDVARBPEDTG68VLDL29E57C	  https://twitter.com/fattyhatti/status/982072235383980032	  y
3M7OI89LV02QJQBTZEJMFTNDHMGC68	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  333U7HK6ICTFZXU89VDOWN6M6LFJD8	  https://twitter.com/laurza3/status/982559548463570944	  y
3M7OI89LV02QJQBTZEJMFTNDHMGC68	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  3ERMJ6L4D16PJWZJLFNUCNO7O467M6	  https://twitter.com/laurza3/status/982559548463570944	  y
3MJ9GGZYO5KE8AVUSYBSJLGD1ET2AF	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ADAGUJNWMEPT6	  3EJPLAJKEPU6E3KXHU8WEBKK8X6Z6I	  https://twitter.com/ChoicesMatter_/status/982308206717186048	  n
3MJ9GGZYO5KE8AVUSYBSJLGD1ET2AF	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3LEIZ60CDMDTWMMVF1B8YLBMYYDZ9S	  https://twitter.com/ChoicesMatter_/status/982308206717186048	  n
3MJ9GGZYO5KE8AVUSYBSJLGD1ETA2N	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  36PW28KO42A9QA54BKBV96LOGAMEAG	  https://twitter.com/hilanater/status/1019400849498558464	  y
3MJ9GGZYO5KE8AVUSYBSJLGD1ETA2N	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3PEIJLRY6W7F3NZO7UXFFK3MOZZWXH	  https://twitter.com/hilanater/status/1019400849498558464	  y
3MQY1YVHS5YJRK0MYCBOEW0JJWE2BA	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3LOZAJ85YGRTR71HTA88RDNXKS62X7	  https://twitter.com/Nickmouth/status/982467669910843392	  n
3MQY1YVHS5YJRK0MYCBOEW0JJWE2BA	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3WR9XG3T66P9F6ADFBNYQT772DM479	  https://twitter.com/Nickmouth/status/982467669910843392	  y
3N2YPY1GI8CQVEA8WDXPH93FJRKEVU	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3E47SOBEYTA9ZU4ORHXD0G9486DCIO	  https://twitter.com/jaclyn_jones/status/1018304321090392064	  y
3N2YPY1GI8CQVEA8WDXPH93FJRKEVU	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3G5F9DBFOSB528Z4CGAXQWWET0GHV1	  https://twitter.com/jaclyn_jones/status/1018304321090392064	  y
3N3WJQXELU4V4TMYPP0ISZWOVQS2LX	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3EFE17QCRFJPAGI0IL5SF9C7UWLSH6	  https://twitter.com/ArielleXXI/status/1020651292354494464	  y
3N3WJQXELU4V4TMYPP0ISZWOVQS2LX	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  AGNJKSH5LFKXZ	  3UOUJI6MTGS2BJAJCUIEXWIP3JPUXH	  https://twitter.com/ArielleXXI/status/1020651292354494464	  y
3NI0WFPPIBU6PYGDNYQ2KSLC8XJ063	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  37Q970SNZHME65XMGW27NMW0D7J1SA	  https://twitter.com/ImOnMyLovell/status/1020548367963869184	  y
3NI0WFPPIBU6PYGDNYQ2KSLC8XJ063	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  3TXMY6UCAH2MGSS74P2M9I0QZGTQC4	  https://twitter.com/ImOnMyLovell/status/1020548367963869184	  n
3NSCTNUR211677EHAHDQHSJPLOKA5O	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3LO69W1SU6RO67SZE6Q9INMBN20LGM	  https://twitter.com/__splusm/status/1020302929511710720	  n
3NSCTNUR211677EHAHDQHSJPLOKA5O	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A356EVHB3TU90R	  3NAPMVF0ZZTZCSVQBX4AXEA9IZP27A	  https://twitter.com/__splusm/status/1020302929511710720	  n
3OJX0UFJ01L9N3URJC7YT90LENV9UQ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3R0T90IZ1VQV33YT1TXAF4WOTTMCGX	  https://twitter.com/Quinny98954171/status/982685977830481920	  y
3OJX0UFJ01L9N3URJC7YT90LENV9UQ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3SPJ033424HIX8PZ5R0298GNO9LJYG	  https://twitter.com/Quinny98954171/status/982685977830481920	  y
3P6ENY9P7BAXTIHAN76CNNAY35GHIG	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3BV8HQ2ZZZF5DVCP52SXXITBZCZ6AO	  https://twitter.com/big_d_dirk/status/982403414393958400	  n
3P6ENY9P7BAXTIHAN76CNNAY35GHIG	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3IGI0VL64AY2MKCIE2JW0OZ2JJRONE	  https://twitter.com/big_d_dirk/status/982403414393958400	  y
3PA41K45VPISHFY2NTAK57MGBGF7PG	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3PEIJLRY6W7F3NZO7UXFFK3MOZYXWH	  https://twitter.com/1892_adrian/status/1018446297618173952	  y
3PA41K45VPISHFY2NTAK57MGBGF7PG	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  3Y54SXRO1OZVU21Z7KHH8TXJQNUUTR	  https://twitter.com/1892_adrian/status/1018446297618173952	  y
3PKJ68EHDPATOT1G5PRCZOPYGK5HJS	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3483FV8BEHXG8SHLSNZIR0ADNO526B	  https://twitter.com/KcFidelsConcept/status/982521825849675776	  y
3PKJ68EHDPATOT1G5PRCZOPYGK5HJS	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3JZQSN0I3TO26FI3SVNBNAHRQ6EFGB	  https://twitter.com/KcFidelsConcept/status/982521825849675776	  y
3PMR2DOWOQFR5IY01G3Z4PXPTEO548	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3K772S5NPBPO0XDIHQLNQS8ST5BHET	  https://twitter.com/psoprincess/status/1018677037618352128	  s
3PMR2DOWOQFR5IY01G3Z4PXPTEO548	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  ADAGUJNWMEPT6	  3N2BF7Y2VT8MCL5VYO9630D1274MHP	  https://twitter.com/psoprincess/status/1018677037618352128	  s
3PR3LXCWSHD147OMOHILDGZP85C9XI	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3907X2AHF3JOIYZQ7JYRX01UITXP26	  https://twitter.com/joekattab_Oil/status/983038094927650816	  n
3PR3LXCWSHD147OMOHILDGZP85C9XI	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3YDTZAI2W0UV4KVBQV6PPJGUZRM41C	  https://twitter.com/joekattab_Oil/status/983038094927650816	  y
3PUOXASB59HQ92O1PZ66A1F0G5A9ZF	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3X1FV8S5J05R2C4TSASF5WKDE01VGE	  https://twitter.com/samanthamarlea/status/1018248374619865088	  y
3PUOXASB59HQ92O1PZ66A1F0G5A9ZF	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3ZGVPD4G6WVCG1V9D7GPPLCYS5GTZM	  https://twitter.com/samanthamarlea/status/1018248374619865088	  n
3R16PJFTS55UN1J383756EG7Q4JK48	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  31EUONYN2YHFUPLRGT5NA5TF5MTOVV	  https://twitter.com/itsgreggwood/status/982767810702135296	  y
3R16PJFTS55UN1J383756EG7Q4JK48	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3R8YZBNQ9KWG4BXBD8UBTW8CY53Q7C	  https://twitter.com/itsgreggwood/status/982767810702135296	  y
3RIHDBQ1NGCJP1718M44FGHFKE0HMW	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  38SKSKU7R4B22YYU4UQC3ZZR2FPIL8	  https://twitter.com/ashleycfloyd/status/1018154459829063680	  y
3RIHDBQ1NGCJP1718M44FGHFKE0HMW	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3QL2OFSM99W1DVFFOXA55O5LU57NCF	  https://twitter.com/ashleycfloyd/status/1018154459829063680	  y
3SCKNODZ0ZUSEUMP7EXS1IHLB1E7NK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  3EFVCAY5L6N3I2YHSN28AVSLVUC8JL	  https://twitter.com/misha_knights/status/982654116664033280	  n
3SCKNODZ0ZUSEUMP7EXS1IHLB1E7NK	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3KGTPGBS60Z1A37MO5XL76OTQAMU24	  https://twitter.com/misha_knights/status/982654116664033280	  n
3T2HW4QDUXLD19DRXLMYZ3EF7NOC9J	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3TVSS0C0E4E8M6Q42KWIQHIGB3CTWW	  https://twitter.com/Jake79260904/status/1018785465258926080	  s
3T2HW4QDUXLD19DRXLMYZ3EF7NOC9J	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3WQQ9FUS6D8X0J054VPRC798NP7B87	  https://twitter.com/Jake79260904/status/1018785465258926080	  n
3T8DUCXY0PKUNQF2J7HOODEJV9O9TZ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3PMBY0YE2AHGOTBLNNR0NNA1PGQC95	  https://twitter.com/rom__nat/status/982582960829485056	  y
3T8DUCXY0PKUNQF2J7HOODEJV9O9TZ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3S3AMIZX3XJSRJO2Z3W29JTRG17CDO	  https://twitter.com/rom__nat/status/982582960829485056	  y
3TFJJUELSJ321PSSCC7JPG611HE2CH	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3AUQQEL7U87UR8T8E83CK4XX7JBV0A	  https://twitter.com/Cumslut69676567/status/982783448128589824	  n
3TFJJUELSJ321PSSCC7JPG611HE2CH	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3U5JL4WY5NN3ULG4XORWKSKV4614X4	  https://twitter.com/Cumslut69676567/status/982783448128589824	  s
3TX9T2ZCBBF1LY19IAGYOLNBE6UZWU	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3A9AA95ATZ0GHVIDP20PV74623O5PN	  https://twitter.com/4thlineVoice/status/982424067172020224	  y
3TX9T2ZCBBF1LY19IAGYOLNBE6UZWU	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3QBD8R3Z24XG0C2CWX401FT2S2W4OZ	  https://twitter.com/4thlineVoice/status/982424067172020224	  y
3UEDKCTP9X4R6O1MA15C9Q0HH69K7S	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3A7Y0R2P2R2TX3ZP0VE0QU9EM3SXJP	  https://twitter.com/chriswjg/status/1017926330795491328	  n
3UEDKCTP9X4R6O1MA15C9Q0HH69K7S	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3LRLIPTPETNCCAXE76MY71YT07HKA5	  https://twitter.com/chriswjg/status/1017926330795491328	  s
3ULIZ0H1VCJADJ1HEYKX6RQMHUE51V	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3A4TN5196NW93ZT4LZFS048P8TYHC0	  https://twitter.com/ikcotol/status/1018002598547410944	  y
3ULIZ0H1VCJADJ1HEYKX6RQMHUE51V	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  AGNJKSH5LFKXZ	  3E1QT0TDFSN7NREBA5H8YUDLIFTI8P	  https://twitter.com/ikcotol/status/1018002598547410944	  n
3UOMW19E6FKU0MBFUV9HNN9DLR5C5S	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  36H9ULYP658CXH84018EKN97IYUFJE	  https://twitter.com/BelloDesigns/status/982429505062146048	  n
3UOMW19E6FKU0MBFUV9HNN9DLR5C5S	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3V0Z7YWSI1E1NIWMTV7Q3SQC4HX2V3	  https://twitter.com/BelloDesigns/status/982429505062146048	  y
3UQVX1UPFUVI7XXC0WEZUF40SSH02M	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  34YB12FSQ128CPAKEIROI010N7QMGP	  https://twitter.com/ANTHEM_E/status/1018348734885687296	  y
3UQVX1UPFUVI7XXC0WEZUF40SSH02M	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3UXUOQ9OKHBOHVQUOCXP3WT7UNHA7P	  https://twitter.com/ANTHEM_E/status/1018348734885687296	  n
3V0TR1NRVCGOBOAHWCUGC0DBLSPA4J	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  317HQ483IA6SQY1FG76RGR3G7ASIND	  https://twitter.com/TomWalsh19911/status/1020099565486297088	  y
3V0TR1NRVCGOBOAHWCUGC0DBLSPA4J	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3ZAZR5XV04WVUKTYRLLZ0BCU4JHZCA	  https://twitter.com/TomWalsh19911/status/1020099565486297088	  n
3V8JSVE8Y047Z85D1OK9O87918MEY3	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3DL65MZB8GTXJP22VY7MF1BCGD7ECI	  https://twitter.com/Creole_Gemini/status/1019425141405732864	  y
3V8JSVE8Y047Z85D1OK9O87918MEY3	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3UJ1CZ6IZK3DUNY5HJ4JQC9HPNUS5P	  https://twitter.com/Creole_Gemini/status/1019425141405732864	  y
3VGET1QSZ2DI1OV3ZFOFX1UC4DI7WB	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3LUY3GC632EV4ZWWDVFMTRI2T9I7P3	  https://twitter.com/thatgregperson/status/1020624766754086912	  n
3VGET1QSZ2DI1OV3ZFOFX1UC4DI7WB	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  AHEJHFN0VV6E3	  3R5F3LQFV5YW39Q1HQUQVB6BTXUOZQ	  https://twitter.com/thatgregperson/status/1020624766754086912	  n
3VO4XFFP170DHRZHN6P95CCQGC17Q7	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3I3WADAZ9TIYWV6CA2NA67ZGSYRO5O	  https://twitter.com/jamescubelo/status/1018667255238942720	  s
3VO4XFFP170DHRZHN6P95CCQGC17Q7	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  AGNJKSH5LFKXZ	  3TUI152ZZE12TPI9OSD2SMHZVJ4Q1G	  https://twitter.com/jamescubelo/status/1018667255238942720	  n
3VZYA8PITQCA6UGZIFGXSM7CC2805N	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3IXEICO795XASRBYB2JESNJ3N1J6T8	  https://twitter.com/thePaperDon/status/1020148256205148160	  y
3VZYA8PITQCA6UGZIFGXSM7CC2805N	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3ZSANO2JCIL5WKRUNVHSCO0UEH8SF8	  https://twitter.com/thePaperDon/status/1020148256205148160	  y
3VZYA8PITQCA6UGZIFGXSM7CC2850S	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  369J354OFGO6NMPSR2K7T44EX7B6GZ	  https://twitter.com/hyperdoxLeo/status/998879004735127552	  s
3VZYA8PITQCA6UGZIFGXSM7CC2850S	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3T3IWE1XG91329UIQBXCYS0UN2WQTQ	  https://twitter.com/hyperdoxLeo/status/998879004735127552	  n
3W0KKJIARTNV6265K6XINQWCSQFK8F	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  351SEKWQS3V5050TCSQGCFY3AFAMDF	  https://twitter.com/_Mary_F_84/status/1017951922626719744	  y
3W0KKJIARTNV6265K6XINQWCSQFK8F	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3DIP6YHAPF6V7MCPEMRHDFFTQMNE8D	  https://twitter.com/_Mary_F_84/status/1017951922626719744	  n
3W0XM68YZR9DV2MKLLO38G94EK9K1V	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  3A1PQ49WVKVPGWJ652Q8J8PY4W5H18	  https://twitter.com/_veeooh/status/982424712834826240	  s
3W0XM68YZR9DV2MKLLO38G94EK9K1V	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3FDJT1UU77MF64LXCAVHZQI78TH5KL	  https://twitter.com/_veeooh/status/982424712834826240	  s
3WJGKMRWVKNP4ZQ891R0LZX5Y83CD0	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1BAEFJ2OG7NJ0	  3DI28L7YXDSDWMS4F1I2Y5SLCGDE1P	  https://twitter.com/thatgregperson/status/1019835243891740672	  y
3WJGKMRWVKNP4ZQ891R0LZX5Y83CD0	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A2R76CKAHFJ6JM	  3PEIJLRY6W7F3NZO7UXFFK3MOZ0WXI	  https://twitter.com/thatgregperson/status/1019835243891740672	  y
3X4Q1O9UBJ0AWFM18TX5G7HQ1BJ7OZ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A1GKEEI844CEKI	  36PW28KO42A9QA54BKBV96LOGAGAE6	  https://twitter.com/ormiga/status/1018020897309880320	  n
3X4Q1O9UBJ0AWFM18TX5G7HQ1BJ7OZ	  3MRAM659HJ6FZ2G1ETOP23WMYA3O5O	  A130P4M9JPT4YA	  3M1CVSFP63JYNDV9KB6V3NA2ZD8QA2	  https://twitter.com/ormiga/status/1018020897309880320	  n
